"state","month","yrmo","avgt"
"Illinois"," July","200207",78.2
"Illinois"," July","200307",74.8
"Illinois"," July","200407",72.8
"Illinois"," July","200507",76.3
"Illinois"," July","200607",77.1
"Illinois"," July","200707",73.3
"Illinois"," July","200807",74.5
"Illinois"," July","200907",70.3
"Illinois"," July","201007",77.6
"Illinois"," July","201107",79.9
"Illinois"," July","201207",81.8
"Illinois"," July","201307",73.1
"Illinois"," July","201407",70.3
"Illinois"," July","201507",74.3
"Illinois"," July","201607",75.7
"Illinois"," August","200108",74.6
"Illinois"," August","200208",75
"Illinois"," August","200308",75.3
"Illinois"," August","200408",68.6
"Illinois"," August","200508",75.6
"Illinois"," August","200608",74.7
"Illinois"," August","200708",78.2
"Illinois"," August","200808",71.9
"Illinois"," August","200908",70.9
"Illinois"," August","201008",76.8
"Illinois"," August","201108",74.8
"Illinois"," August","201208",73.6
"Illinois"," August","201308",72.8
"Illinois"," August","201408",73.8
"Illinois"," August","201508",71.9
"Illinois"," August","201608",75.7
"Illinois"," September","200109",64.5
"Illinois"," September","200209",69.3
"Illinois"," September","200309",64.1
"Illinois"," September","200409",67.7
"Illinois"," September","200509",70.7
"Illinois"," September","200609",63.7
"Illinois"," September","200709",69.8
"Illinois"," September","200809",67.1
"Illinois"," September","200909",65.9
"Illinois"," September","201009",67.2
"Illinois"," September","201109",63.6
"Illinois"," September","201209",64.9
"Illinois"," September","201309",68.6
"Illinois"," September","201409",64.7
"Illinois"," September","201509",70.4
"Illinois"," September","201609",70.8
"Illinois"," October","200110",53.9
"Illinois"," October","200210",52.1
"Illinois"," October","200310",54.5
"Illinois"," October","200410",55.4
"Illinois"," October","200510",55.7
"Illinois"," October","200610",51.3
"Illinois"," October","200710",59.9
"Illinois"," October","200810",54.2
"Illinois"," October","200910",50.1
"Illinois"," October","201010",56.5
"Illinois"," October","201110",55.2
"Illinois"," October","201210",52.5
"Illinois"," October","201310",54.5
"Illinois"," October","201410",54.3
"Illinois"," October","201510",56.1
"Illinois"," October","201610",59.9
"Illinois"," November","200111",49.9
"Illinois"," November","200211",39.6
"Illinois"," November","200311",44.8
"Illinois"," November","200411",45.6
"Illinois"," November","200511",44.5
"Illinois"," November","200611",44.4
"Illinois"," November","200711",42.2
"Illinois"," November","200811",41.1
"Illinois"," November","200911",47.2
"Illinois"," November","201011",43.7
"Illinois"," November","201111",45.8
"Illinois"," November","201211",41.2
"Illinois"," November","201311",38.8
"Illinois"," November","201411",34.6
"Illinois"," November","201511",46.6
"Illinois"," November","201611",48
"Illinois"," December","200112",35.8
"Illinois"," December","200212",32.2
"Illinois"," December","200312",33.8
"Illinois"," December","200412",31
"Illinois"," December","200512",26
"Illinois"," December","200612",35.3
"Illinois"," December","200712",30.2
"Illinois"," December","200812",26.8
"Illinois"," December","200912",29.1
"Illinois"," December","201012",24
"Illinois"," December","201112",35.9
"Illinois"," December","201212",36.8
"Illinois"," December","201312",26.2
"Illinois"," December","201412",33.9
"Illinois"," December","201512",41.1
"Illinois"," December","201612",28.9
"Indiana"," January","200101",26.9
"Indiana"," January","200201",34.1
"Indiana"," January","200301",21.7
"Indiana"," January","200401",24.5
"Indiana"," January","200501",29.9
"Indiana"," January","200601",39.1
"Indiana"," January","200701",32.2
"Indiana"," January","200801",27.7
"Indiana"," January","200901",21.4
"Indiana"," January","201001",23.9
"Indiana"," January","201101",23.7
"Indiana"," January","201201",32.4
"Indiana"," January","201301",29.9
"Indiana"," January","201401",19.4
"Indiana"," January","201501",25.3
"Indiana"," January","201601",27.5
"Indiana"," February","200102",33.5
"Indiana"," February","200202",35.2
"Indiana"," February","200302",25.7
"Indiana"," February","200402",29.9
"Indiana"," February","200502",34.8
"Indiana"," February","200602",31.7
"Indiana"," February","200702",20.2
"Indiana"," February","200802",28.2
"Indiana"," February","200902",32.2
"Indiana"," February","201002",25.7
"Indiana"," February","201102",31.2
"Indiana"," February","201202",35.4
"Indiana"," February","201302",30.2
"Indiana"," February","201402",22
"Indiana"," February","201502",19.3
"Indiana"," February","201602",33.9
"Indiana"," March","200103",37.2
"Indiana"," March","200203",38.3
"Indiana"," March","200303",42.1
"Indiana"," March","200403",44.3
"Indiana"," March","200503",37.3
"Indiana"," March","200603",40.7
"Indiana"," March","200703",47
"Indiana"," March","200803",38.6
"Indiana"," March","200903",44.2
"Indiana"," March","201003",43.6
"Indiana"," March","201103",41.7
"Indiana"," March","201203",55
"Indiana"," March","201303",34.8
"Indiana"," March","201403",34.1
"Indiana"," March","201503",37.2
"Indiana"," March","201603",47.3
"Indiana"," April","200104",56.5
"Indiana"," April","200204",53.5
"Indiana"," April","200304",53.2
"Indiana"," April","200404",53.3
"Indiana"," April","200504",54
"Indiana"," April","200604",55.7
"Indiana"," April","200704",49.4
"Indiana"," April","200804",52.3
"Indiana"," April","200904",51.5
"Indiana"," April","201004",57.3
"Indiana"," April","201104",53
"Indiana"," April","201204",52.9
"Indiana"," April","201304",50.8
"Indiana"," April","201404",52.4
"Indiana"," April","201504",52.9
"Indiana"," April","201604",52.1
"Indiana"," May","200105",64
"Indiana"," May","200205",58.4
"Indiana"," May","200305",60.5
"Indiana"," May","200405",65.9
"Indiana"," May","200505",59.2
"Indiana"," May","200605",60.1
"Indiana"," May","200705",66.3
"Indiana"," May","200805",58.1
"Indiana"," May","200905",62
"Indiana"," May","201005",64.3
"Indiana"," May","201105",62.1
"Indiana"," May","201205",67.7
"Indiana"," May","201305",64.4
"Indiana"," May","201405",62.9
"Indiana"," May","201505",65
"Indiana"," May","201605",60.6
"Indiana"," June","200106",69.1
"Indiana"," June","200206",72.9
"Indiana"," June","200306",67.1
"Indiana"," June","200406",69.5
"Indiana"," June","200506",73.5
"Indiana"," June","200606",69.8
"Indiana"," June","200706",72.1
"Indiana"," June","200806",72.2
"Indiana"," June","200906",71.6
"Indiana"," June","201006",74.1
"Indiana"," June","201106",72.2
"Indiana"," June","201206",71.6
"Indiana"," June","201306",70.8
"Indiana"," June","201406",72.6
"Indiana"," June","201506",71
"Indiana"," June","201606",72.9
"Indiana"," July","200107",73.7
"Indiana"," July","200207",77
"Indiana"," July","200307",73
"Indiana"," July","200407",72
"Indiana"," July","200507",75
"Indiana"," July","200607",75.4
"Indiana"," July","200707",71.9
"Indiana"," July","200807",73.3
"Indiana"," July","200907",69.2
"Indiana"," July","201007",76.4
"Indiana"," July","201107",78.8
"Indiana"," July","201207",80.2
"Indiana"," July","201307",72.3
"Indiana"," July","201407",69.1
"Indiana"," July","201507",72.9
"Indiana"," July","201607",74.7
"Indiana"," August","200108",73.9
"Indiana"," August","200208",74.8
"Indiana"," August","200308",73.8
"Indiana"," August","200408",68.6
"Indiana"," August","200508",74.9
"Indiana"," August","200608",73.6
"Indiana"," August","200708",76.9
"Indiana"," August","200808",71.2
"Indiana"," August","200908",70.7
"Indiana"," August","201008",75.7
"Indiana"," August","201108",73.1
"Indiana"," August","201208",71.9
"Indiana"," August","201308",71.5
"Indiana"," August","201408",72.4
"Indiana"," August","201508",70.6
"Indiana"," August","201608",75.7
"Indiana"," September","200109",63.6
"Indiana"," September","200209",69.2
"Indiana"," September","200309",63.4
"Indiana"," September","200409",67.1
"Indiana"," September","200509",69.2
"Indiana"," September","200609",62.5
"Indiana"," September","200709",69
"Indiana"," September","200809",67.6
"Indiana"," September","200909",65.5
"Indiana"," September","201009",67.2
"Indiana"," September","201109",63.6
"Indiana"," September","201209",64.2
"Indiana"," September","201309",66.9
"Indiana"," September","201409",64
"Indiana"," September","201509",68.8
"Indiana"," September","201609",69.9
"Indiana"," October","200110",53.7
"Indiana"," October","200210",52.4
"Indiana"," October","200310",52.9
"Indiana"," October","200410",54.8
"Indiana"," October","200510",55.2
"Indiana"," October","200610",51.1
"Indiana"," October","200710",60.2
"Indiana"," October","200810",53.7
"Indiana"," October","200910",50.5
"Indiana"," October","201010",56
"Indiana"," October","201110",53.9
"Indiana"," October","201210",52.1
"Indiana"," October","201310",54.3
"Indiana"," October","201410",53.8
"Indiana"," October","201510",55.6
"Indiana"," October","201610",59.5
"Indiana"," November","200111",49
"Indiana"," November","200211",39.9
"Indiana"," November","200311",46
"Indiana"," November","200411",45.9
"Indiana"," November","200511",44.6
"Indiana"," November","200611",44.1
"Indiana"," November","200711",41.9
"Indiana"," November","200811",40.5
"Indiana"," November","200911",46.3
"Indiana"," November","201011",42.8
"Indiana"," November","201111",46.9
"Indiana"," November","201211",40.1
"Indiana"," November","201311",39.2
"Indiana"," November","201411",35.6
"Indiana"," November","201511",46.6
"Indiana"," November","201611",47.1
"Indiana"," December","200112",36.9
"Indiana"," December","200212",31.7
"Indiana"," December","200312",33.5
"Indiana"," December","200412",30.8
"Indiana"," December","200512",26.7
"Indiana"," December","200612",37.3
"Indiana"," December","200712",32.6
"Indiana"," December","200812",29.1
"Indiana"," December","200912",30.4
"Indiana"," December","201012",24.3
"Indiana"," December","201112",36.6
"Indiana"," December","201212",38.2
"Indiana"," December","201312",29.4
"Indiana"," December","201412",34.6
"Indiana"," December","201512",42.5
"Indiana"," December","201612",29.8
"Iowa"," January","200101",20.8
"Iowa"," January","200201",28.6
"Iowa"," January","200301",19.1
"Iowa"," January","200401",17.7
"Iowa"," January","200501",18.9
"Iowa"," January","200601",32.4
"Iowa"," January","200701",21.6
"Iowa"," January","200801",16.6
"Iowa"," January","200901",13.2
"Iowa"," January","201001",13.6
"Iowa"," January","201101",14.9
"Iowa"," January","201201",26.5
"Iowa"," January","201301",22
"Iowa"," January","201401",14.2
"Iowa"," January","201501",21.6
"Iowa"," January","201601",19.6
"Iowa"," February","200102",18.1
"Iowa"," February","200202",29.8
"Iowa"," February","200302",20.4
"Iowa"," February","200402",22.7
"Iowa"," February","200502",31.2
"Iowa"," February","200602",25.1
"Iowa"," February","200702",15.5
"Iowa"," February","200802",17
"Iowa"," February","200902",26.7
"Iowa"," February","201002",17.3
"Iowa"," February","201102",22.6
"Iowa"," February","201202",29.6
"Iowa"," February","201302",24.2
"Iowa"," February","201402",13.2
"Iowa"," February","201502",14.5
"Iowa"," February","201602",28.6
"Iowa"," March","200103",30.2
"Iowa"," March","200203",31
"Iowa"," March","200303",35.1
"Iowa"," March","200403",40.8
"Iowa"," March","200503",36
"Iowa"," March","200603",36.5
"Iowa"," March","200703",41.8
"Iowa"," March","200803",32.6
"Iowa"," March","200903",37.1
"Iowa"," March","201003",38.4
"Iowa"," March","201103",35.1
"Iowa"," March","201203",51.6
"Iowa"," March","201303",29
"Iowa"," March","201403",29.7
"Iowa"," March","201503",37.3
"Iowa"," March","201603",42.4
"Iowa"," April","200104",52.7
"Iowa"," April","200204",48.9
"Iowa"," April","200304",50.4
"Iowa"," April","200404",51.1
"Iowa"," April","200504",53.4
"Iowa"," April","200604",53.8
"Iowa"," April","200704",46.7
"Iowa"," April","200804",46
"Iowa"," April","200904",47
"Iowa"," April","201004",55.2
"Iowa"," April","201104",47.6
"Iowa"," April","201204",52.4
"Iowa"," April","201304",43.8
"Iowa"," April","201404",47.5
"Iowa"," April","201504",51.1
"Iowa"," April","201604",50.2
"Iowa"," May","200105",60.9
"Iowa"," May","200205",56.8
"Iowa"," May","200305",57.9
"Iowa"," May","200405",60.7
"Iowa"," May","200505",57.8
"Iowa"," May","200605",60.6
"Iowa"," May","200705",64.7
"Iowa"," May","200805",57.4
"Iowa"," May","200905",59.8
"Iowa"," May","201005",59.9
"Iowa"," May","201105",59.1
"Iowa"," May","201205",65.1
"Iowa"," May","201305",59
"Iowa"," May","201405",60
"Iowa"," May","201505",60
"Iowa"," May","201605",59.5
"Iowa"," June","200106",68.3
"Iowa"," June","200206",72.4
"Iowa"," June","200306",67.3
"Iowa"," June","200406",67
"Iowa"," June","200506",72.6
"Iowa"," June","200606",70
"Iowa"," June","200706",70.4
"Iowa"," June","200806",69.3
"Iowa"," June","200906",68.9
"Iowa"," June","201006",70.8
"Iowa"," June","201106",69.6
"Iowa"," June","201206",71.4
"Iowa"," June","201306",68.9
"Iowa"," June","201406",70.2
"Iowa"," June","201506",69.4
"Iowa"," June","201606",73
"Iowa"," July","200107",75.1
"Iowa"," July","200207",76.5
"Iowa"," July","200307",73.1
"Iowa"," July","200407",70.5
"Iowa"," July","200507",74.7
"Iowa"," July","200607",75.9
"Iowa"," July","200707",73.7
"Iowa"," July","200807",73.1
"Iowa"," July","200907",68
"Iowa"," July","201007",74.6
"Iowa"," July","201107",78
"Iowa"," July","201207",79.6
"Iowa"," July","201307",72.3
"Iowa"," July","201407",68.8
"Iowa"," July","201507",72
"Iowa"," July","201607",72.8
"Iowa"," August","200108",72.5
"Iowa"," August","200208",70.9
"Iowa"," August","200308",74.1
"Iowa"," August","200408",66.3
"Iowa"," August","200508",71.5
"Iowa"," August","200608",72.1
"Iowa"," August","200708",74.2
"Iowa"," August","200808",69.9
"Iowa"," August","200908",68.3
"Iowa"," August","201008",74.4
"Iowa"," August","201108",72
"Iowa"," August","201208",71
"Iowa"," August","201308",71.9
"Iowa"," August","201408",71.2
"Iowa"," August","201508",68.9
"Iowa"," August","201608",72.1
"Iowa"," September","200109",61.3
"Iowa"," September","200209",65.3
"Iowa"," September","200309",61.1
"Iowa"," September","200409",66.4
"Iowa"," September","200509",67.6
"Iowa"," September","200609",60
"Iowa"," September","200709",64.7
"Iowa"," September","200809",63.5
"Iowa"," September","200909",63.3
"Iowa"," September","201009",63.1
"Iowa"," September","201109",60.2
"Iowa"," September","201209",62.1
"Iowa"," September","201309",67
"Iowa"," September","201409",62
"Iowa"," September","201509",68.4
"Iowa"," September","201609",67.3
"Iowa"," October","200110",50.2
"Iowa"," October","200210",46.2
"Iowa"," October","200310",52.4
"Iowa"," October","200410",51.9
"Iowa"," October","200510",52.6
"Iowa"," October","200610",47.9
"Iowa"," October","200710",55.9
"Iowa"," October","200810",50.7
"Iowa"," October","200910",44.9
"Iowa"," October","201010",53.9
"Iowa"," October","201110",53.4
"Iowa"," October","201210",48.8
"Iowa"," October","201310",50.5
"Iowa"," October","201410",51.2
"Iowa"," October","201510",53
"Iowa"," October","201610",55.3
"Iowa"," November","200111",48
"Iowa"," November","200211",34.7
"Iowa"," November","200311",35.9
"Iowa"," November","200411",40.6
"Iowa"," November","200511",39.6
"Iowa"," November","200611",39.3
"Iowa"," November","200711",37.2
"Iowa"," November","200811",37.3
"Iowa"," November","200911",43.4
"Iowa"," November","201011",38
"Iowa"," November","201111",39.4
"Iowa"," November","201211",39.2
"Iowa"," November","201311",33.9
"Iowa"," November","201411",29.3
"Iowa"," November","201511",42
"Iowa"," November","201611",45.1
"Iowa"," December","200112",30.7
"Iowa"," December","200212",28.9
"Iowa"," December","200312",28.2
"Iowa"," December","200412",26.6
"Iowa"," December","200512",19.5
"Iowa"," December","200612",31.1
"Iowa"," December","200712",20.3
"Iowa"," December","200812",17.6
"Iowa"," December","200912",19.8
"Iowa"," December","201012",19.1
"Iowa"," December","201112",29.1
"Iowa"," December","201212",27.7
"Iowa"," December","201312",17.4
"Iowa"," December","201412",28.2
"Iowa"," December","201512",33
"Iowa"," December","201612",22.9
"Kansas"," January","200101",31
"Kansas"," January","200201",33.8
"Kansas"," January","200301",31.8
"Kansas"," January","200401",30.4
"Kansas"," January","200501",29.9
"Kansas"," January","200601",41.3
"Kansas"," January","200701",27
"Kansas"," January","200801",30
"Kansas"," January","200901",31.4
"Kansas"," January","201001",27.2
"Kansas"," January","201101",27.3
"Kansas"," January","201201",36.1
"Kansas"," January","201301",32.3
"Kansas"," January","201401",29.6
"Kansas"," January","201501",32.1
"Kansas"," January","201601",32
"Kansas"," February","200102",30.4
"Kansas"," February","200202",35.9
"Kansas"," February","200302",31.3
"Kansas"," February","200402",31.8
"Kansas"," February","200502",39.2
"Kansas"," February","200602",34.5
"Kansas"," February","200702",30
"Kansas"," February","200802",32.3
"Kansas"," February","200902",39.7
"Kansas"," February","201002",29.9
"Kansas"," February","201102",30.2
"Kansas"," February","201202",37.1
"Kansas"," February","201302",33.6
"Kansas"," February","201402",27.8
"Kansas"," February","201502",31.2
"Kansas"," February","201602",40.7
"Kansas"," March","200103",41.1
"Kansas"," March","200203",39.2
"Kansas"," March","200303",44.2
"Kansas"," March","200403",49.2
"Kansas"," March","200503",44.7
"Kansas"," March","200603",45.6
"Kansas"," March","200703",52.3
"Kansas"," March","200803",43.3
"Kansas"," March","200903",44.4
"Kansas"," March","201003",44.2
"Kansas"," March","201103",44.1
"Kansas"," March","201203",55.5
"Kansas"," March","201303",40.3
"Kansas"," March","201403",40.6
"Kansas"," March","201503",46.8
"Kansas"," March","201603",49.5
"Kansas"," April","200104",58.3
"Kansas"," April","200204",56.4
"Kansas"," April","200304",56.1
"Kansas"," April","200404",54.9
"Kansas"," April","200504",55
"Kansas"," April","200604",59.6
"Kansas"," April","200704",50.9
"Kansas"," April","200804",50.5
"Kansas"," April","200904",52.1
"Kansas"," April","201004",57.8
"Kansas"," April","201104",55.2
"Kansas"," April","201204",59.3
"Kansas"," April","201304",48.5
"Kansas"," April","201404",54
"Kansas"," April","201504",56.4
"Kansas"," April","201604",56.2
"Kansas"," May","200105",65.1
"Kansas"," May","200205",62.1
"Kansas"," May","200305",62.9
"Kansas"," May","200405",66.9
"Kansas"," May","200505",64.1
"Kansas"," May","200605",65.8
"Kansas"," May","200705",65.9
"Kansas"," May","200805",63
"Kansas"," May","200905",63
"Kansas"," May","201005",62.1
"Kansas"," May","201105",62.6
"Kansas"," May","201205",69
"Kansas"," May","201305",63.3
"Kansas"," May","201405",64.7
"Kansas"," May","201505",61.7
"Kansas"," May","201605",61.5
"Kansas"," June","200106",72.9
"Kansas"," June","200206",76.9
"Kansas"," June","200306",70.4
"Kansas"," June","200406",71.2
"Kansas"," June","200506",74.7
"Kansas"," June","200606",75.8
"Kansas"," June","200706",72.3
"Kansas"," June","200806",73.8
"Kansas"," June","200906",74.4
"Kansas"," June","201006",77
"Kansas"," June","201106",76.8
"Kansas"," June","201206",77.5
"Kansas"," June","201306",75.2
"Kansas"," June","201406",73.6
"Kansas"," June","201506",75.8
"Kansas"," June","201606",77.5
"Kansas"," July","200107",83
"Kansas"," July","200207",80.7
"Kansas"," July","200307",81.8
"Kansas"," July","200407",75.3
"Kansas"," July","200507",78.7
"Kansas"," July","200607",81.1
"Kansas"," July","200707",78
"Kansas"," July","200807",78.6
"Kansas"," July","200907",75.6
"Kansas"," July","201007",79.6
"Kansas"," July","201107",84.9
"Kansas"," July","201207",84.4
"Kansas"," July","201307",77.2
"Kansas"," July","201407",75.5
"Kansas"," July","201507",78.9
"Kansas"," July","201607",79.7
"Kansas"," August","200108",79
"Kansas"," August","200208",78.4
"Kansas"," August","200308",80.2
"Kansas"," August","200408",72.7
"Kansas"," August","200508",77.3
"Kansas"," August","200608",78.8
"Kansas"," August","200708",81.5
"Kansas"," August","200808",75.3
"Kansas"," August","200908",74.4
"Kansas"," August","201008",79.7
"Kansas"," August","201108",80.9
"Kansas"," August","201208",76.5
"Kansas"," August","201308",76.5
"Kansas"," August","201408",78.3
"Kansas"," August","201508",75.2
"Kansas"," August","201608",76.4
"Kansas"," September","200109",67.9
"Kansas"," September","200209",70.4
"Kansas"," September","200309",65.1
"Kansas"," September","200409",70.8
"Kansas"," September","200509",72.2
"Kansas"," September","200609",64.5
"Kansas"," September","200709",70.5
"Kansas"," September","200809",66.4
"Kansas"," September","200909",65.3
"Kansas"," September","201009",70.8
"Kansas"," September","201109",66.2
"Kansas"," September","201209",68.2
"Kansas"," September","201309",72.1
"Kansas"," September","201409",68.3
"Kansas"," September","201509",74.2
"Kansas"," September","201609",70.8
"Kansas"," October","200110",56.2
"Kansas"," October","200210",50.5
"Kansas"," October","200310",58.3
"Kansas"," October","200410",57.8
"Kansas"," October","200510",57.7
"Kansas"," October","200610",55.1
"Kansas"," October","200710",59.1
"Kansas"," October","200810",55.4
"Kansas"," October","200910",48.8
"Kansas"," October","201010",59.1
"Kansas"," October","201110",57.5
"Kansas"," October","201210",54
"Kansas"," October","201310",55.2
"Kansas"," October","201410",58.9
"Kansas"," October","201510",59.3
"Kansas"," October","201610",61.4
"Kansas"," November","200111",49.2
"Kansas"," November","200211",42.4
"Kansas"," November","200311",42.2
"Kansas"," November","200411",44.2
"Kansas"," November","200511",46.4
"Kansas"," November","200611",44.6
"Kansas"," November","200711",44.1
"Kansas"," November","200811",44.6
"Kansas"," November","200911",47.6
"Kansas"," November","201011",43.6
"Kansas"," November","201111",43.7
"Kansas"," November","201211",46.5
"Kansas"," November","201311",41.3
"Kansas"," November","201411",38.5
"Kansas"," November","201511",46.5
"Kansas"," November","201611",49.8
"Kansas"," December","200112",36.9
"Kansas"," December","200212",35.5
"Kansas"," December","200312",35.3
"Kansas"," December","200412",35.7
"Kansas"," December","200512",30.8
"Kansas"," December","200612",35.9
"Kansas"," December","200712",29.3
"Kansas"," December","200812",29.9
"Kansas"," December","200912",26.5
"Kansas"," December","201012",32.3
"Kansas"," December","201112",33.1
"Kansas"," December","201212",34.6
"Kansas"," December","201312",29.2
"Kansas"," December","201412",34.7
"Kansas"," December","201512",37.6
"Kansas"," December","201612",29.7
"Kentucky"," January","200101",31.8
"Kentucky"," January","200201",37.9
"Kentucky"," January","200301",28.4
"Kentucky"," January","200401",32.5
"Kentucky"," January","200501",39
"Kentucky"," January","200601",43.1
"Kentucky"," January","200701",38
"Kentucky"," January","200801",33.3
"Kentucky"," January","200901",30.2
"Kentucky"," January","201001",29.8
"Kentucky"," January","201101",30.2
"Kentucky"," January","201201",38.7
"Kentucky"," January","201301",36.7
"Kentucky"," January","201401",26.8
"Kentucky"," January","201501",32.3
"Kentucky"," January","201601",31.8
"Kentucky"," February","200102",41.3
"Kentucky"," February","200202",38.8
"Kentucky"," February","200302",33.6
"Kentucky"," February","200402",36.9
"Kentucky"," February","200502",40.9
"Kentucky"," February","200602",36.2
"Kentucky"," February","200702",29.8
"Kentucky"," February","200802",37.5
"Kentucky"," February","200902",38.9
"Kentucky"," February","201002",30.6
"Kentucky"," February","201102",39.1
"Kentucky"," February","201202",41.2
"Kentucky"," February","201302",36.8
"Kentucky"," February","201402",33.2
"Kentucky"," February","201502",26.3
"Kentucky"," February","201602",39
"Kentucky"," March","200103",41.4
"Kentucky"," March","200203",45.6
"Kentucky"," March","200303",48.8
"Kentucky"," March","200403",49.3
"Kentucky"," March","200503",42.6
"Kentucky"," March","200603",46.1
"Kentucky"," March","200703",53.3
"Kentucky"," March","200803",45.2
"Kentucky"," March","200903",48.1
"Kentucky"," March","201003",46.5
"Kentucky"," March","201103",47.9
"Kentucky"," March","201203",58.1
"Kentucky"," March","201303",39.4
"Kentucky"," March","201403",41.5
"Kentucky"," March","201503",44.5
"Kentucky"," March","201603",51.8
"Kentucky"," April","200104",59.9
"Kentucky"," April","200204",58.6
"Kentucky"," April","200304",57.7
"Kentucky"," April","200404",55.8
"Kentucky"," April","200504",57
"Kentucky"," April","200604",60.3
"Kentucky"," April","200704",53.5
"Kentucky"," April","200804",55.5
"Kentucky"," April","200904",55.8
"Kentucky"," April","201004",59.9
"Kentucky"," April","201104",58.8
"Kentucky"," April","201204",57.3
"Kentucky"," April","201304",55.2
"Kentucky"," April","201404",57.5
"Kentucky"," April","201504",57.4
"Kentucky"," April","201604",57.3
"Kentucky"," May","200105",66.2
"Kentucky"," May","200205",62.1
"Kentucky"," May","200305",64.2
"Kentucky"," May","200405",69.2
"Kentucky"," May","200505",61.7
"Kentucky"," May","200605",62.6
"Kentucky"," May","200705",67.8
"Kentucky"," May","200805",61.8
"Kentucky"," May","200905",64.8
"Kentucky"," May","201005",67.3
"Kentucky"," May","201105",64.2
"Kentucky"," May","201205",69.4
"Kentucky"," May","201305",64.9
"Kentucky"," May","201405",66.1
"Kentucky"," May","201505",67.3
"Kentucky"," May","201605",63
"Kentucky"," June","200106",71
"Kentucky"," June","200206",74.3
"Kentucky"," June","200306",68.7
"Kentucky"," June","200406",72.1
"Kentucky"," June","200506",73.9
"Kentucky"," June","200606",71.4
"Kentucky"," June","200706",73.7
"Kentucky"," June","200806",74.3
"Kentucky"," June","200906",73.9
"Kentucky"," June","201006",77.1
"Kentucky"," June","201106",74.2
"Kentucky"," June","201206",72.5
"Kentucky"," June","201306",72.9
"Kentucky"," June","201406",74.1
"Kentucky"," June","201506",74.2
"Kentucky"," June","201606",75
"Kentucky"," July","200107",75.7
"Kentucky"," July","200207",78.3
"Kentucky"," July","200307",75.2
"Kentucky"," July","200407",74.3
"Kentucky"," July","200507",77.4
"Kentucky"," July","200607",76.7
"Kentucky"," July","200707",74.6
"Kentucky"," July","200807",75.2
"Kentucky"," July","200907",71.8
"Kentucky"," July","201007",78.4
"Kentucky"," July","201107",79.5
"Kentucky"," July","201207",80.5
"Kentucky"," July","201307",74
"Kentucky"," July","201407",72.6
"Kentucky"," July","201507",76.5
"Kentucky"," July","201607",78
"Kentucky"," August","200108",76.4
"Kentucky"," August","200208",77.2
"Kentucky"," August","200308",75.9
"Kentucky"," August","200408",71.2
"Kentucky"," August","200508",78
"Kentucky"," August","200608",77.4
"Kentucky"," August","200708",80.9
"Kentucky"," August","200808",73.9
"Kentucky"," August","200908",73.6
"Kentucky"," August","201008",78.3
"Kentucky"," August","201108",75.8
"Kentucky"," August","201208",74.6
"Kentucky"," August","201308",73.7
"Kentucky"," August","201408",75.1
"Kentucky"," August","201508",72.8
"Kentucky"," August","201608",78.1
"Kentucky"," September","200109",66.3
"Kentucky"," September","200209",71.7
"Kentucky"," September","200309",66.2
"Kentucky"," September","200409",68.7
"Kentucky"," September","200509",71.5
"Kentucky"," September","200609",64.8
"Kentucky"," September","200709",71.9
"Kentucky"," September","200809",71
"Kentucky"," September","200909",69
"Kentucky"," September","201009",70
"Kentucky"," September","201109",66.9
"Kentucky"," September","201209",67.3
"Kentucky"," September","201309",69.1
"Kentucky"," September","201409",68.2
"Kentucky"," September","201509",70.2
"Kentucky"," September","201609",72.3
"Kentucky"," October","200110",56.1
"Kentucky"," October","200210",57.5
"Kentucky"," October","200310",56.7
"Kentucky"," October","200410",60
"Kentucky"," October","200510",57.9
"Kentucky"," October","200610",54.3
"Kentucky"," October","200710",62.4
"Kentucky"," October","200810",56.7
"Kentucky"," October","200910",53.8
"Kentucky"," October","201010",58.2
"Kentucky"," October","201110",55.6
"Kentucky"," October","201210",55.2
"Kentucky"," October","201310",57.6
"Kentucky"," October","201410",57.7
"Kentucky"," October","201510",57.8
"Kentucky"," October","201610",62.7
"Kentucky"," November","200111",51.2
"Kentucky"," November","200211",43.7
"Kentucky"," November","200311",50.5
"Kentucky"," November","200411",50.5
"Kentucky"," November","200511",48.3
"Kentucky"," November","200611",47.3
"Kentucky"," November","200711",46
"Kentucky"," November","200811",43.3
"Kentucky"," November","200911",49.2
"Kentucky"," November","201011",47.1
"Kentucky"," November","201111",49.9
"Kentucky"," November","201211",43.2
"Kentucky"," November","201311",42.8
"Kentucky"," November","201411",39.8
"Kentucky"," November","201511",50.9
"Kentucky"," November","201611",50
"Kentucky"," December","200112",41.8
"Kentucky"," December","200212",36.5
"Kentucky"," December","200312",37
"Kentucky"," December","200412",36.4
"Kentucky"," December","200512",33.3
"Kentucky"," December","200612",41.6
"Kentucky"," December","200712",40.7
"Kentucky"," December","200812",36.7
"Kentucky"," December","200912",35.6
"Kentucky"," December","201012",29
"Kentucky"," December","201112",41.1
"Kentucky"," December","201212",43
"Kentucky"," December","201312",37.4
"Kentucky"," December","201412",39.7
"Kentucky"," December","201512",48.7
"Kentucky"," December","201612",37.1
"Louisiana"," January","200101",45.6
"Louisiana"," January","200201",51.4
"Louisiana"," January","200301",45.6
"Louisiana"," January","200401",50.2
"Louisiana"," January","200501",54
"Louisiana"," January","200601",55.4
"Louisiana"," January","200701",49.6
"Louisiana"," January","200801",48.4
"Louisiana"," January","200901",50.5
