"state","month","yrmo","avgt"
"Alabama"," January","200101",41.2
"Alabama"," January","200201",46.8
"Alabama"," January","200301",40
"Alabama"," January","200401",44.2
"Alabama"," January","200501",49.2
"Alabama"," January","200601",51.1
"Alabama"," January","200701",46.7
"Alabama"," January","200801",43.1
"Alabama"," January","200901",45.3
"Alabama"," January","201001",40
"Alabama"," January","201101",41.1
"Alabama"," January","201201",50.1
"Alabama"," January","201301",50.1
"Alabama"," January","201401",37.3
"Alabama"," January","201501",43.6
"Alabama"," January","201601",43
"Alabama"," February","200102",52.6
"Alabama"," February","200202",46
"Alabama"," February","200302",48
"Alabama"," February","200402",45.4
"Alabama"," February","200502",51.2
"Alabama"," February","200602",46.1
"Alabama"," February","200702",44.9
"Alabama"," February","200802",49.2
"Alabama"," February","200902",48.2
"Alabama"," February","201002",40.6
"Alabama"," February","201102",49.5
"Alabama"," February","201202",52.1
"Alabama"," February","201302",48
"Alabama"," February","201402",47.3
"Alabama"," February","201502",41.3
"Alabama"," February","201602",49.8
"Alabama"," March","200103",51.4
"Alabama"," March","200203",55
"Alabama"," March","200303",57.6
"Alabama"," March","200403",59
"Alabama"," March","200503",53.5
"Alabama"," March","200603",56.1
"Alabama"," March","200703",60
"Alabama"," March","200803",55.2
"Alabama"," March","200903",57.3
"Alabama"," March","201003",51.2
"Alabama"," March","201103",57.8
"Alabama"," March","201203",64.6
"Alabama"," March","201303",49.8
"Alabama"," March","201403",52.3
"Alabama"," March","201503",57.8
"Alabama"," March","201603",59.6
"Alabama"," April","200104",64.7
"Alabama"," April","200204",66.4
"Alabama"," April","200304",63.3
"Alabama"," April","200404",61.2
"Alabama"," April","200504",61
"Alabama"," April","200604",67.5
"Alabama"," April","200704",60
"Alabama"," April","200804",62.8
"Alabama"," April","200904",61.4
"Alabama"," April","201004",64.2
"Alabama"," April","201104",65.7
"Alabama"," April","201204",65
"Alabama"," April","201304",62.2
"Alabama"," April","201404",62.4
"Alabama"," April","201504",66.1
"Alabama"," April","201604",63.7
"Alabama"," May","200105",70.6
"Alabama"," May","200205",70.3
"Alabama"," May","200305",71.7
"Alabama"," May","200405",72.7
"Alabama"," May","200505",68.3
"Alabama"," May","200605",70.4
"Alabama"," May","200705",71.2
"Alabama"," May","200805",70.3
"Alabama"," May","200905",71.2
"Alabama"," May","201005",73.3
"Alabama"," May","201105",69.9
"Alabama"," May","201205",73.4
"Alabama"," May","201305",68.2
"Alabama"," May","201405",70.2
"Alabama"," May","201505",71.9
"Alabama"," May","201605",70.3
"Alabama"," June","200106",75.9
"Alabama"," June","200206",77.2
"Alabama"," June","200306",75.6
"Alabama"," June","200406",76.8
"Alabama"," June","200506",76.7
"Alabama"," June","200606",78.1
"Alabama"," June","200706",78.8
"Alabama"," June","200806",78.7
"Alabama"," June","200906",79.4
"Alabama"," June","201006",80.9
"Alabama"," June","201106",81.3
"Alabama"," June","201206",76.8
"Alabama"," June","201306",78
"Alabama"," June","201406",77.9
"Alabama"," June","201506",78.9
"Alabama"," June","201606",79.3
"Alabama"," July","200107",79.7
"Alabama"," July","200207",80.3
"Alabama"," July","200307",78.5
"Alabama"," July","200407",79.2
"Alabama"," July","200507",80.4
"Alabama"," July","200607",81.9
"Alabama"," July","200707",79.3
"Alabama"," July","200807",80
"Alabama"," July","200907",78.1
"Alabama"," July","201007",82.6
"Alabama"," July","201107",81.7
"Alabama"," July","201207",81.6
"Alabama"," July","201307",77.7
"Alabama"," July","201407",77.8
"Alabama"," July","201507",81.6
"Alabama"," July","201607",81.9
"Alabama"," August","200108",78.5
"Alabama"," August","200208",79.7
"Alabama"," August","200308",79.5
"Alabama"," August","200408",76.3
"Alabama"," August","200508",80.5
"Alabama"," August","200608",82.3
"Alabama"," August","200708",84.4
"Alabama"," August","200808",78.4
"Alabama"," August","200908",78
"Alabama"," August","201008",83
"Alabama"," August","201108",81.8
"Alabama"," August","201208",78.1
"Alabama"," August","201308",77.9
"Alabama"," August","201408",79.5
"Alabama"," August","201508",79
"Alabama"," August","201608",81.5
"Alabama"," September","200109",71.9
"Alabama"," September","200209",77.3
"Alabama"," September","200309",73.1
"Alabama"," September","200409",73.8
"Alabama"," September","200509",76.9
"Alabama"," September","200609",72.8
"Alabama"," September","200709",76
"Alabama"," September","200809",74.5
"Alabama"," September","200909",75
"Alabama"," September","201009",76.9
"Alabama"," September","201109",72.1
"Alabama"," September","201209",73
"Alabama"," September","201309",75
"Alabama"," September","201409",76.3
"Alabama"," September","201509",74.4
"Alabama"," September","201609",78.5
"Alabama"," October","200110",60.6
"Alabama"," October","200210",67.8
"Alabama"," October","200310",63.5
"Alabama"," October","200410",68.5
"Alabama"," October","200510",63.8
"Alabama"," October","200610",61.9
"Alabama"," October","200710",66.5
"Alabama"," October","200810",62.2
"Alabama"," October","200910",62.9
"Alabama"," October","201010",64.3
"Alabama"," October","201110",60.6
"Alabama"," October","201210",62.2
"Alabama"," October","201310",64.9
"Alabama"," October","201410",65.2
"Alabama"," October","201510",65
"Alabama"," October","201610",68.5
"Alabama"," November","200111",58.8
"Alabama"," November","200211",51
"Alabama"," November","200311",58.2
"Alabama"," November","200411",57.8
"Alabama"," November","200511",55.8
"Alabama"," November","200611",52.8
"Alabama"," November","200711",53.6
"Alabama"," November","200811",51
"Alabama"," November","200911",53.4
"Alabama"," November","201011",55.2
"Alabama"," November","201111",55.3
"Alabama"," November","201211",51.2
"Alabama"," November","201311",51.6
"Alabama"," November","201411",48.3
"Alabama"," November","201511",59.2
"Alabama"," November","201611",57.8
"Alabama"," December","200112",50.6
"Alabama"," December","200212",45.2
"Alabama"," December","200312",44
"Alabama"," December","200412",45.1
"Alabama"," December","200512",43.4
"Alabama"," December","200612",49.4
"Alabama"," December","200712",51.6
"Alabama"," December","200812",49.7
"Alabama"," December","200912",44.8
"Alabama"," December","201012",40.3
"Alabama"," December","201112",49.3
"Alabama"," December","201212",50.9
"Alabama"," December","201312",47.9
"Alabama"," December","201412",50
"Alabama"," December","201512",56.9
"Alabama"," December","201612",50.1
"Arizona"," January","200101",40.3
"Arizona"," January","200201",42.3
"Arizona"," January","200301",48.8
"Arizona"," January","200401",42.8
"Arizona"," January","200501",45.2
"Arizona"," January","200601",44.1
"Arizona"," January","200701",39
"Arizona"," January","200801",39.8
"Arizona"," January","200901",45.2
"Arizona"," January","201001",42.2
"Arizona"," January","201101",41.5
"Arizona"," January","201201",45.3
"Arizona"," January","201301",38.6
"Arizona"," January","201401",46.5
"Arizona"," January","201501",45.1
"Arizona"," January","201601",41.9
"Arizona"," February","200102",44.2
"Arizona"," February","200202",46.2
"Arizona"," February","200302",45.5
"Arizona"," February","200402",42.1
"Arizona"," February","200502",46.2
"Arizona"," February","200602",47.8
"Arizona"," February","200702",46.7
"Arizona"," February","200802",45.1
"Arizona"," February","200902",46.6
"Arizona"," February","201002",44.3
"Arizona"," February","201102",41.7
"Arizona"," February","201202",45.6
"Arizona"," February","201302",42.2
"Arizona"," February","201402",50
"Arizona"," February","201502",52
"Arizona"," February","201602",50.5
"Arizona"," March","200103",51.8
"Arizona"," March","200203",49.8
"Arizona"," March","200303",50.6
"Arizona"," March","200403",58.1
"Arizona"," March","200503",49.9
"Arizona"," March","200603",48.3
"Arizona"," March","200703",54.5
"Arizona"," March","200803",51.8
"Arizona"," March","200903",52.5
"Arizona"," March","201003",49.2
"Arizona"," March","201103",53.3
"Arizona"," March","201203",51.6
"Arizona"," March","201303",54.8
"Arizona"," March","201403",53.9
"Arizona"," March","201503",56.3
"Arizona"," March","201603",54.9
"Arizona"," April","200104",57.5
"Arizona"," April","200204",62
"Arizona"," April","200304",55.6
"Arizona"," April","200404",57.9
"Arizona"," April","200504",57.2
"Arizona"," April","200604",59
"Arizona"," April","200704",59.3
"Arizona"," April","200804",58
"Arizona"," April","200904",57
"Arizona"," April","201004",56.1
"Arizona"," April","201104",58.9
"Arizona"," April","201204",60.6
"Arizona"," April","201304",59.4
"Arizona"," April","201404",59.1
"Arizona"," April","201504",58.4
"Arizona"," April","201604",58.4
"Arizona"," May","200105",70.8
"Arizona"," May","200205",67
"Arizona"," May","200305",68.3
"Arizona"," May","200405",68.4
"Arizona"," May","200505",67.9
"Arizona"," May","200605",70
"Arizona"," May","200705",68.4
"Arizona"," May","200805",63.6
"Arizona"," May","200905",70.8
"Arizona"," May","201005",63.1
"Arizona"," May","201105",63.3
"Arizona"," May","201205",69.3
"Arizona"," May","201305",67.4
"Arizona"," May","201405",66.8
"Arizona"," May","201505",62.9
"Arizona"," May","201605",64.6
"Arizona"," June","200106",77.5
"Arizona"," June","200206",78.8
"Arizona"," June","200306",76.3
"Arizona"," June","200406",75.9
"Arizona"," June","200506",74.4
"Arizona"," June","200606",79.5
"Arizona"," June","200706",77.3
"Arizona"," June","200806",77.3
"Arizona"," June","200906",73
"Arizona"," June","201006",75.9
"Arizona"," June","201106",75.7
"Arizona"," June","201206",78.7
"Arizona"," June","201306",79.5
"Arizona"," June","201406",77.7
"Arizona"," June","201506",78.4
"Arizona"," June","201606",80.3
"Arizona"," July","200107",79.8
"Arizona"," July","200207",82.3
"Arizona"," July","200307",83.8
"Arizona"," July","200407",80.1
"Arizona"," July","200507",82.7
"Arizona"," July","200607",82.3
"Arizona"," July","200707",82
"Arizona"," July","200807",80.5
"Arizona"," July","200907",82.8
"Arizona"," July","201007",81.8
"Arizona"," July","201107",80.8
"Arizona"," July","201207",80
"Arizona"," July","201307",81.1
"Arizona"," July","201407",81.4
"Arizona"," July","201507",78.6
"Arizona"," July","201607",82.3
"Arizona"," August","200108",79.1
"Arizona"," August","200208",79.8
"Arizona"," August","200308",80
"Arizona"," August","200408",77.8
"Arizona"," August","200508",77.5
"Arizona"," August","200608",77.9
"Arizona"," August","200708",80.5
"Arizona"," August","200808",79.3
"Arizona"," August","200908",79.7
"Arizona"," August","201008",79
"Arizona"," August","201108",82.2
"Arizona"," August","201208",80.5
"Arizona"," August","201308",78.5
"Arizona"," August","201408",76.5
"Arizona"," August","201508",80.6
"Arizona"," August","201608",77.5
"Arizona"," September","200109",75.7
"Arizona"," September","200209",73.6
"Arizona"," September","200309",74.8
"Arizona"," September","200409",71.8
"Arizona"," September","200509",73.4
"Arizona"," September","200609",69.8
"Arizona"," September","200709",73.8
"Arizona"," September","200809",73.6
"Arizona"," September","200909",74.1
"Arizona"," September","201009",75.4
"Arizona"," September","201109",74.6
"Arizona"," September","201209",73.7
"Arizona"," September","201309",72.4
"Arizona"," September","201409",74.2
"Arizona"," September","201509",75
"Arizona"," September","201609",71.7
"Arizona"," October","200110",64.7
"Arizona"," October","200210",60
"Arizona"," October","200310",67.3
"Arizona"," October","200410",60
"Arizona"," October","200510",62.8
"Arizona"," October","200610",60.2
"Arizona"," October","200710",62.4
"Arizona"," October","200810",62.9
"Arizona"," October","200910",59.4
"Arizona"," October","201010",62.7
"Arizona"," October","201110",62.8
"Arizona"," October","201210",63.8
"Arizona"," October","201310",58.8
"Arizona"," October","201410",64.9
"Arizona"," October","201510",64.5
"Arizona"," October","201610",66.1
"Arizona"," November","200111",52.9
"Arizona"," November","200211",51.3
"Arizona"," November","200311",48.8
"Arizona"," November","200411",47.3
"Arizona"," November","200511",52.7
"Arizona"," November","200611",52.8
"Arizona"," November","200711",55.3
"Arizona"," November","200811",53.3
"Arizona"," November","200911",52.9
"Arizona"," November","201011",48.3
"Arizona"," November","201111",49.4
"Arizona"," November","201211",53.8
"Arizona"," November","201311",51.3
"Arizona"," November","201411",51.7
"Arizona"," November","201511",48.3
"Arizona"," November","201611",53.1
"Arizona"," December","200112",40.2
"Arizona"," December","200212",41
"Arizona"," December","200312",43
"Arizona"," December","200412",42.8
"Arizona"," December","200512",43.9
"Arizona"," December","200612",41.8
"Arizona"," December","200712",39.9
"Arizona"," December","200812",42.4
"Arizona"," December","200912",39
"Arizona"," December","201012",46.7
"Arizona"," December","201112",39.9
"Arizona"," December","201212",42.4
"Arizona"," December","201312",41.5
"Arizona"," December","201412",44.3
"Arizona"," December","201512",40.9
"Arizona"," December","201612",44.7
"Arkansas"," January","200101",37
"Arkansas"," January","200201",42.5
"Arkansas"," January","200301",36.8
"Arkansas"," January","200401",41
"Arkansas"," January","200501",44.7
"Arkansas"," January","200601",47.5
"Arkansas"," January","200701",39.9
"Arkansas"," January","200801",39
"Arkansas"," January","200901",38.4
"Arkansas"," January","201001",36.5
"Arkansas"," January","201101",37.6
"Arkansas"," January","201201",44.6
"Arkansas"," January","201301",42.1
"Arkansas"," January","201401",35.2
"Arkansas"," January","201501",38.6
"Arkansas"," January","201601",39.4
"Arkansas"," February","200102",45.5
"Arkansas"," February","200202",42.3
"Arkansas"," February","200302",40.1
"Arkansas"," February","200402",40.6
"Arkansas"," February","200502",47.5
"Arkansas"," February","200602",40.8
"Arkansas"," February","200702",40.9
"Arkansas"," February","200802",43.6
"Arkansas"," February","200902",47.3
"Arkansas"," February","201002",36.5
"Arkansas"," February","201102",43.9
"Arkansas"," February","201202",47.2
"Arkansas"," February","201302",43.3
"Arkansas"," February","201402",38.8
"Arkansas"," February","201502",36.1
"Arkansas"," February","201602",46.9
"Arkansas"," March","200103",47.9
"Arkansas"," March","200203",47.9
"Arkansas"," March","200303",51.2
"Arkansas"," March","200403",55.9
"Arkansas"," March","200503",50.4
"Arkansas"," March","200603",53.4
"Arkansas"," March","200703",59.5
"Arkansas"," March","200803",51.9
"Arkansas"," March","200903",52.7
"Arkansas"," March","201003",50.5
"Arkansas"," March","201103",52.5
"Arkansas"," March","201203",62.2
"Arkansas"," March","201303",46.6
"Arkansas"," March","201403",46.5
"Arkansas"," March","201503",49.7
"Arkansas"," March","201603",55.4
"Arkansas"," April","200104",65.4
"Arkansas"," April","200204",63.6
"Arkansas"," April","200304",61.7
"Arkansas"," April","200404",60.8
"Arkansas"," April","200504",60.9
"Arkansas"," April","200604",66.5
"Arkansas"," April","200704",57.4
"Arkansas"," April","200804",58.8
"Arkansas"," April","200904",59.6
"Arkansas"," April","201004",63.4
"Arkansas"," April","201104",63.5
"Arkansas"," April","201204",64.4
"Arkansas"," April","201304",58.5
"Arkansas"," April","201404",59.6
"Arkansas"," April","201504",62.5
"Arkansas"," April","201604",62.5
"Arkansas"," May","200105",70
"Arkansas"," May","200205",67
"Arkansas"," May","200305",69.6
"Arkansas"," May","200405",70.7
"Arkansas"," May","200505",67.4
"Arkansas"," May","200605",69.9
"Arkansas"," May","200705",71
"Arkansas"," May","200805",68.1
"Arkansas"," May","200905",67.5
"Arkansas"," May","201005",71.3
"Arkansas"," May","201105",67.3
"Arkansas"," May","201205",73.2
"Arkansas"," May","201305",67.2
"Arkansas"," May","201405",68.1
"Arkansas"," May","201505",69.3
"Arkansas"," May","201605",67.1
"Arkansas"," June","200106",75.5
"Arkansas"," June","200206",76.6
"Arkansas"," June","200306",73.1
"Arkansas"," June","200406",75.8
"Arkansas"," June","200506",77.5
"Arkansas"," June","200606",76.3
"Arkansas"," June","200706",77.1
"Arkansas"," June","200806",77.7
"Arkansas"," June","200906",78.8
"Arkansas"," June","201006",81.6
"Arkansas"," June","201106",81.7
"Arkansas"," June","201206",78
"Arkansas"," June","201306",77.1
"Arkansas"," June","201406",76.7
"Arkansas"," June","201506",78.1
"Arkansas"," June","201606",78.9
"Arkansas"," July","200107",82
"Arkansas"," July","200207",80.6
"Arkansas"," July","200307",80
"Arkansas"," July","200407",77.9
"Arkansas"," July","200507",80.2
"Arkansas"," July","200607",81.2
"Arkansas"," July","200707",77.6
"Arkansas"," July","200807",80.5
"Arkansas"," July","200907",77.8
"Arkansas"," July","201007",82
"Arkansas"," July","201107",84.7
"Arkansas"," July","201207",84.1
"Arkansas"," July","201307",78
"Arkansas"," July","201407",75.4
"Arkansas"," July","201507",81.9
"Arkansas"," July","201607",82
"Arkansas"," August","200108",80.8
"Arkansas"," August","200208",79.9
"Arkansas"," August","200308",80.8
"Arkansas"," August","200408",75.3
"Arkansas"," August","200508",82.2
"Arkansas"," August","200608",82.1
"Arkansas"," August","200708",83.7
"Arkansas"," August","200808",77.7
"Arkansas"," August","200908",76.6
"Arkansas"," August","201008",83.9
"Arkansas"," August","201108",83.1
"Arkansas"," August","201208",80.2
"Arkansas"," August","201308",78.4
"Arkansas"," August","201408",78.7
"Arkansas"," August","201508",78.1
"Arkansas"," August","201608",79.9
"Arkansas"," September","200109",70.9
"Arkansas"," September","200209",75.2
"Arkansas"," September","200309",70.2
"Arkansas"," September","200409",73
"Arkansas"," September","200509",77
"Arkansas"," September","200609",69.7
"Arkansas"," September","200709",74.1
"Arkansas"," September","200809",71.1
"Arkansas"," September","200909",71.3
"Arkansas"," September","201009",74.8
"Arkansas"," September","201109",70.3
"Arkansas"," September","201209",73.5
"Arkansas"," September","201309",75.4
"Arkansas"," September","201409",72.6
"Arkansas"," September","201509",74.8
"Arkansas"," September","201609",75.7
"Arkansas"," October","200110",59.5
"Arkansas"," October","200210",60.5
"Arkansas"," October","200310",62.8
"Arkansas"," October","200410",65.8
"Arkansas"," October","200510",61.7
"Arkansas"," October","200610",60.1
"Arkansas"," October","200710",64
"Arkansas"," October","200810",60
"Arkansas"," October","200910",57
"Arkansas"," October","201010",62.7
"Arkansas"," October","201110",60.6
"Arkansas"," October","201210",59.3
"Arkansas"," October","201310",61.5
"Arkansas"," October","201410",63.7
"Arkansas"," October","201510",63.5
"Arkansas"," October","201610",67
"Arkansas"," November","200111",55
"Arkansas"," November","200211",48.2
"Arkansas"," November","200311",54.6
"Arkansas"," November","200411",54.1
"Arkansas"," November","200511",54
"Arkansas"," November","200611",51.5
"Arkansas"," November","200711",52.5
"Arkansas"," November","200811",48.9
"Arkansas"," November","200911",54.1
"Arkansas"," November","201011",52
"Arkansas"," November","201111",53.4
"Arkansas"," November","201211",50.2
"Arkansas"," November","201311",47.5
"Arkansas"," November","201411",44.9
"Arkansas"," November","201511",54.2
"Arkansas"," November","201611",55.6
"Arkansas"," December","200112",45.2
"Arkansas"," December","200212",42.7
"Arkansas"," December","200312",42.3
"Arkansas"," December","200412",41.5
"Arkansas"," December","200512",40.1
"Arkansas"," December","200612",44.9
"Arkansas"," December","200712",44
"Arkansas"," December","200812",41
"Arkansas"," December","200912",38.1
"Arkansas"," December","201012",38.9
"Arkansas"," December","201112",43.3
"Arkansas"," December","201212",46.5
"Arkansas"," December","201312",40.1
"Arkansas"," December","201412",43.8
"Arkansas"," December","201512",50
"Arkansas"," December","201612",42.4
"California"," January","200101",42.3
"California"," January","200201",42.4
"California"," January","200301",50
"California"," January","200401",43.5
"California"," January","200501",44.1
"California"," January","200601",44.6
"California"," January","200701",41.5
"California"," January","200801",41.1
"California"," January","200901",46.9
"California"," January","201001",45.2
"California"," January","201101",45.2
"California"," January","201201",46.5
"California"," January","201301",42.1
"California"," January","201401",50.1
"California"," January","201501",48.6
"California"," January","201601",44.6
"California"," February","200102",43.1
"California"," February","200202",48.2
"California"," February","200302",45.7
"California"," February","200402",44.2
"California"," February","200502",47.1
"California"," February","200602",47.7
"California"," February","200702",46.7
"California"," February","200802",45.8
"California"," February","200902",45.3
"California"," February","201002",46.8
"California"," February","201102",43.5
"California"," February","201202",46.5
"California"," February","201302",45.3
"California"," February","201402",49.8
"California"," February","201502",53.2
"California"," February","201602",51.8
"California"," March","200103",52.6
"California"," March","200203",48.5
"California"," March","200303",51.4
"California"," March","200403",56.9
"California"," March","200503",51.1
"California"," March","200603",44
"California"," March","200703",54.5
"California"," March","200803",50.3
"California"," March","200903",49.2
"California"," March","201003",49
"California"," March","201103",48.7
"California"," March","201203",48.8
"California"," March","201303",53.8
"California"," March","201403",53.5
"California"," March","201503",56.9
"California"," March","201603",52.5
"California"," April","200104",52
"California"," April","200204",56
"California"," April","200304",50.1
"California"," April","200404",57.3
"California"," April","200504",53
"California"," April","200604",53
"California"," April","200704",56.3
"California"," April","200804",54.4
"California"," April","200904",54.3
"California"," April","201004",50.9
"California"," April","201104",53.4
"California"," April","201204",55.8
"California"," April","201304",58.2
"California"," April","201404",57.7
"California"," April","201504",56.6
"California"," April","201604",57.9
"California"," May","200105",68.6
"California"," May","200205",61.5
"California"," May","200305",62
"California"," May","200405",63.2
"California"," May","200505",62.2
"California"," May","200605",64.6
"California"," May","200705",64.1
"California"," May","200805",61.7
"California"," May","200905",66.7
"California"," May","201005",56.9
"California"," May","201105",57.6
"California"," May","201205",63.9
"California"," May","201305",63.8
"California"," May","201405",64.6
"California"," May","201505",60.8
"California"," May","201605",62.2
"California"," June","200106",71.4
"California"," June","200206",71.2
"California"," June","200306",71.2
"California"," June","200406",70.4
"California"," June","200506",66.3
"California"," June","200606",73.2
"California"," June","200706",70.5
"California"," June","200806",71.1
"California"," June","200906",67.5
"California"," June","201006",69.1
"California"," June","201106",66.9
"California"," June","201206",69.3
"California"," June","201306",72.4
"California"," June","201406",71.9
"California"," June","201506",74.3
"California"," June","201606",73.5
"California"," July","200107",74.2
"California"," July","200207",77.4
"California"," July","200307",78.7
"California"," July","200407",76.1
"California"," July","200507",78.4
"California"," July","200607",79.3
"California"," July","200707",76.9
"California"," July","200807",76.5
"California"," July","200907",77.6
"California"," July","201007",76.1
"California"," July","201107",74.2
"California"," July","201207",74.7
"California"," July","201307",78
"California"," July","201407",78.4
"California"," July","201507",75
"California"," July","201607",76.7
"California"," August","200108",76
"California"," August","200208",74.4
"California"," August","200308",75
"California"," August","200408",74.8
"California"," August","200508",75.8
"California"," August","200608",73.8
"California"," August","200708",76.1
"California"," August","200808",76.6
"California"," August","200908",74.8
"California"," August","201008",73.4
"California"," August","201108",75.2
"California"," August","201208",77.8
"California"," August","201308",74.4
"California"," August","201408",74.9
"California"," August","201508",76.5
"California"," August","201608",76.2
"California"," September","200109",71.2
"California"," September","200209",70.9
"California"," September","200309",72.9
"California"," September","200409",69.4
"California"," September","200509",66.9
"California"," September","200609",69.5
"California"," September","200709",67.5
"California"," September","200809",71.8
"California"," September","200909",73
"California"," September","201009",70.4
"California"," September","201109",72.3
"California"," September","201209",73.1
"California"," September","201309",69.3
"California"," September","201409",72.2
"California"," September","201509",72.2
"California"," September","201609",69.5
"California"," October","200110",63.6
"California"," October","200210",59.4
"California"," October","200310",65.4
"California"," October","200410",58.2
"California"," October","200510",59.9
"California"," October","200610",58.8
"California"," October","200710",58.6
"California"," October","200810",61.8
"California"," October","200910",58.1
"California"," October","201010",60.5
"California"," October","201110",61.4
"California"," October","201210",62.2
"California"," October","201310",58.5
"California"," October","201410",64.4
"California"," October","201510",65
"California"," October","201610",60.4
"California"," November","200111",51.6
"California"," November","200211",52.3
"California"," November","200311",46.8
"California"," November","200411",47.7
"California"," November","200511",52.4
"California"," November","200611",51.3
"California"," November","200711",53.3
"California"," November","200811",53.9
"California"," November","200911",50.9
"California"," November","201011",48.6
"California"," November","201111",48.2
"California"," November","201211",52.5
"California"," November","201311",51.9
"California"," November","201411",53.1
"California"," November","201511",47.6
"California"," November","201611",52.7
"California"," December","200112",42.8
"California"," December","200212",44
"California"," December","200312",44
"California"," December","200412",44.6
"California"," December","200512",46.1
"California"," December","200612",43.9
"California"," December","200712",41.2
"California"," December","200812",42
"California"," December","200912",41.8
"California"," December","201012",45.8
"California"," December","201112",42.8
"California"," December","201212",43
"California"," December","201312",44.1
"California"," December","201412",46.8
"California"," December","201512",42.3
"California"," December","201612",43.5
"Colorado"," January","200101",24.7
"Colorado"," January","200201",25.4
"Colorado"," January","200301",31.6
"Colorado"," January","200401",26.2
"Colorado"," January","200501",30.2
"Colorado"," January","200601",29.9
"Colorado"," January","200701",19.4
"Colorado"," January","200801",20.9
"Colorado"," January","200901",28.3
"Colorado"," January","201001",26.1
"Colorado"," January","201101",24
"Colorado"," January","201201",29.4
"Colorado"," January","201301",22.9
"Colorado"," January","201401",26.4
"Colorado"," January","201501",29.2
"Colorado"," January","201601",25.6
"Colorado"," February","200102",28.2
"Colorado"," February","200202",27.1
"Colorado"," February","200302",26.3
"Colorado"," February","200402",26.3
"Colorado"," February","200502",31.3
"Colorado"," February","200602",28
"Colorado"," February","200702",27.7
"Colorado"," February","200802",27.6
"Colorado"," February","200902",32.2
"Colorado"," February","201002",24.6
"Colorado"," February","201102",24.2
"Colorado"," February","201202",27.4
"Colorado"," February","201302",25.7
"Colorado"," February","201402",27.6
"Colorado"," February","201502",32.1
"Colorado"," February","201602",32.3
"Colorado"," March","200103",36.1
"Colorado"," March","200203",32
"Colorado"," March","200303",36.6
"Colorado"," March","200403",41.9
"Colorado"," March","200503",35.2
"Colorado"," March","200603",34.9
"Colorado"," March","200703",40.5
"Colorado"," March","200803",33.9
"Colorado"," March","200903",37.1
"Colorado"," March","201003",35.2
"Colorado"," March","201103",37.7
"Colorado"," March","201203",41.9
"Colorado"," March","201303",35
"Colorado"," March","201403",36.3
"Colorado"," March","201503",40.6
"Colorado"," March","201603",37.9
"Colorado"," April","200104",45.9
"Colorado"," April","200204",47.3
"Colorado"," April","200304",45.3
"Colorado"," April","200404",44.4
"Colorado"," April","200504",43.4
"Colorado"," April","200604",47.1
"Colorado"," April","200704",43.3
"Colorado"," April","200804",40.9
"Colorado"," April","200904",42
"Colorado"," April","201004",43.6
"Colorado"," April","201104",43
"Colorado"," April","201204",48.2
"Colorado"," April","201304",39.8
"Colorado"," April","201404",43.3
"Colorado"," April","201504",44.8
"Colorado"," April","201604",43.6
"Colorado"," May","200105",53.9
"Colorado"," May","200205",53.4
"Colorado"," May","200305",53.9
"Colorado"," May","200405",54.8
"Colorado"," May","200505",53.2
"Colorado"," May","200605",55.6
"Colorado"," May","200705",53.5
"Colorado"," May","200805",51
"Colorado"," May","200905",54.5
"Colorado"," May","201005",50.1
"Colorado"," May","201105",49.3
"Colorado"," May","201205",55.4
"Colorado"," May","201305",52.8
"Colorado"," May","201405",52.5
"Colorado"," May","201505",49.8
"Colorado"," May","201605",50.7
"Colorado"," June","200106",63.9
"Colorado"," June","200206",67.1
"Colorado"," June","200306",60.1
"Colorado"," June","200406",60.8
"Colorado"," June","200506",60.9
"Colorado"," June","200606",65.7
"Colorado"," June","200706",62.9
"Colorado"," June","200806",61.6
"Colorado"," June","200906",59.8
"Colorado"," June","201006",64
"Colorado"," June","201106",62.9
"Colorado"," June","201206",67.9
"Colorado"," June","201306",65.6
"Colorado"," June","201406",62.5
"Colorado"," June","201506",64.9
"Colorado"," June","201606",66.4
"Colorado"," July","200107",70.3
"Colorado"," July","200207",71
"Colorado"," July","200307",72.5
"Colorado"," July","200407",65.9
"Colorado"," July","200507",70
"Colorado"," July","200607",69.6
"Colorado"," July","200707",69.7
"Colorado"," July","200807",69.2
"Colorado"," July","200907",66.9
"Colorado"," July","201007",68.7
"Colorado"," July","201107",70
"Colorado"," July","201207",70.6
"Colorado"," July","201307",68.5
"Colorado"," July","201407",68.4
"Colorado"," July","201507",66.6
"Colorado"," July","201607",69.1
"Colorado"," August","200108",66.9
"Colorado"," August","200208",66.8
"Colorado"," August","200308",68.4
"Colorado"," August","200408",63.2
"Colorado"," August","200508",65.1
"Colorado"," August","200608",65.6
"Colorado"," August","200708",68.8
"Colorado"," August","200808",65.7
"Colorado"," August","200908",64.8
"Colorado"," August","201008",66.5
"Colorado"," August","201108",69.2
"Colorado"," August","201208",67.7
"Colorado"," August","201308",67
"Colorado"," August","201408",64.7
"Colorado"," August","201508",66.9
"Colorado"," August","201608",64.5
"Colorado"," September","200109",60.3
"Colorado"," September","200209",58.4
"Colorado"," September","200309",56.7
"Colorado"," September","200409",57.7
"Colorado"," September","200509",60.2
"Colorado"," September","200609",53.5
"Colorado"," September","200709",59.7
"Colorado"," September","200809",57.3
"Colorado"," September","200909",57.6
"Colorado"," September","201009",61.2
"Colorado"," September","201109",58.5
"Colorado"," September","201209",59.5
"Colorado"," September","201309",60.7
"Colorado"," September","201409",60
