state,year,mo,month.name,Month,avgt,Region
Alabama,2001,01,January,Jan 2001,41.2,East.South.Central
Alabama,2002,01,January,Jan 2002,46.8,East.South.Central
Alabama,2003,01,January,Jan 2003,40,East.South.Central
Alabama,2004,01,January,Jan 2004,44.2,East.South.Central
Alabama,2005,01,January,Jan 2005,49.2,East.South.Central
Alabama,2006,01,January,Jan 2006,51.1,East.South.Central
Alabama,2007,01,January,Jan 2007,46.7,East.South.Central
Alabama,2008,01,January,Jan 2008,43.1,East.South.Central
Alabama,2009,01,January,Jan 2009,45.3,East.South.Central
Alabama,2010,01,January,Jan 2010,40,East.South.Central
Alabama,2011,01,January,Jan 2011,41.1,East.South.Central
Alabama,2012,01,January,Jan 2012,50.1,East.South.Central
Alabama,2013,01,January,Jan 2013,50.1,East.South.Central
Alabama,2014,01,January,Jan 2014,37.3,East.South.Central
Alabama,2015,01,January,Jan 2015,43.6,East.South.Central
Alabama,2016,01,January,Jan 2016,43,East.South.Central
Alabama,2001,02,February,Feb 2001,52.6,East.South.Central
Alabama,2002,02,February,Feb 2002,46,East.South.Central
Alabama,2003,02,February,Feb 2003,48,East.South.Central
Alabama,2004,02,February,Feb 2004,45.4,East.South.Central
Alabama,2005,02,February,Feb 2005,51.2,East.South.Central
Alabama,2006,02,February,Feb 2006,46.1,East.South.Central
Alabama,2007,02,February,Feb 2007,44.9,East.South.Central
Alabama,2008,02,February,Feb 2008,49.2,East.South.Central
Alabama,2009,02,February,Feb 2009,48.2,East.South.Central
Alabama,2010,02,February,Feb 2010,40.6,East.South.Central
Alabama,2011,02,February,Feb 2011,49.5,East.South.Central
Alabama,2012,02,February,Feb 2012,52.1,East.South.Central
Alabama,2013,02,February,Feb 2013,48,East.South.Central
Alabama,2014,02,February,Feb 2014,47.3,East.South.Central
Alabama,2015,02,February,Feb 2015,41.3,East.South.Central
Alabama,2016,02,February,Feb 2016,49.8,East.South.Central
Alabama,2001,03,March,Mar 2001,51.4,East.South.Central
Alabama,2002,03,March,Mar 2002,55,East.South.Central
Alabama,2003,03,March,Mar 2003,57.6,East.South.Central
Alabama,2004,03,March,Mar 2004,59,East.South.Central
Alabama,2005,03,March,Mar 2005,53.5,East.South.Central
Alabama,2006,03,March,Mar 2006,56.1,East.South.Central
Alabama,2007,03,March,Mar 2007,60,East.South.Central
Alabama,2008,03,March,Mar 2008,55.2,East.South.Central
Alabama,2009,03,March,Mar 2009,57.3,East.South.Central
Alabama,2010,03,March,Mar 2010,51.2,East.South.Central
Alabama,2011,03,March,Mar 2011,57.8,East.South.Central
Alabama,2012,03,March,Mar 2012,64.6,East.South.Central
Alabama,2013,03,March,Mar 2013,49.8,East.South.Central
Alabama,2014,03,March,Mar 2014,52.3,East.South.Central
Alabama,2015,03,March,Mar 2015,57.8,East.South.Central
Alabama,2016,03,March,Mar 2016,59.6,East.South.Central
Alabama,2001,04,April,Apr 2001,64.7,East.South.Central
Alabama,2002,04,April,Apr 2002,66.4,East.South.Central
Alabama,2003,04,April,Apr 2003,63.3,East.South.Central
Alabama,2004,04,April,Apr 2004,61.2,East.South.Central
Alabama,2005,04,April,Apr 2005,61,East.South.Central
Alabama,2006,04,April,Apr 2006,67.5,East.South.Central
Alabama,2007,04,April,Apr 2007,60,East.South.Central
Alabama,2008,04,April,Apr 2008,62.8,East.South.Central
Alabama,2009,04,April,Apr 2009,61.4,East.South.Central
Alabama,2010,04,April,Apr 2010,64.2,East.South.Central
Alabama,2011,04,April,Apr 2011,65.7,East.South.Central
Alabama,2012,04,April,Apr 2012,65,East.South.Central
Alabama,2013,04,April,Apr 2013,62.2,East.South.Central
Alabama,2014,04,April,Apr 2014,62.4,East.South.Central
Alabama,2015,04,April,Apr 2015,66.1,East.South.Central
Alabama,2016,04,April,Apr 2016,63.7,East.South.Central
Alabama,2001,05,May,May 2001,70.6,East.South.Central
Alabama,2002,05,May,May 2002,70.3,East.South.Central
Alabama,2003,05,May,May 2003,71.7,East.South.Central
Alabama,2004,05,May,May 2004,72.7,East.South.Central
Alabama,2005,05,May,May 2005,68.3,East.South.Central
Alabama,2006,05,May,May 2006,70.4,East.South.Central
Alabama,2007,05,May,May 2007,71.2,East.South.Central
Alabama,2008,05,May,May 2008,70.3,East.South.Central
Alabama,2009,05,May,May 2009,71.2,East.South.Central
Alabama,2010,05,May,May 2010,73.3,East.South.Central
Alabama,2011,05,May,May 2011,69.9,East.South.Central
Alabama,2012,05,May,May 2012,73.4,East.South.Central
Alabama,2013,05,May,May 2013,68.2,East.South.Central
Alabama,2014,05,May,May 2014,70.2,East.South.Central
Alabama,2015,05,May,May 2015,71.9,East.South.Central
Alabama,2016,05,May,May 2016,70.3,East.South.Central
Alabama,2001,06,June,Jun 2001,75.9,East.South.Central
Alabama,2002,06,June,Jun 2002,77.2,East.South.Central
Alabama,2003,06,June,Jun 2003,75.6,East.South.Central
Alabama,2004,06,June,Jun 2004,76.8,East.South.Central
Alabama,2005,06,June,Jun 2005,76.7,East.South.Central
Alabama,2006,06,June,Jun 2006,78.1,East.South.Central
Alabama,2007,06,June,Jun 2007,78.8,East.South.Central
Alabama,2008,06,June,Jun 2008,78.7,East.South.Central
Alabama,2009,06,June,Jun 2009,79.4,East.South.Central
Alabama,2010,06,June,Jun 2010,80.9,East.South.Central
Alabama,2011,06,June,Jun 2011,81.3,East.South.Central
Alabama,2012,06,June,Jun 2012,76.8,East.South.Central
Alabama,2013,06,June,Jun 2013,78,East.South.Central
Alabama,2014,06,June,Jun 2014,77.9,East.South.Central
Alabama,2015,06,June,Jun 2015,78.9,East.South.Central
Alabama,2016,06,June,Jun 2016,79.3,East.South.Central
Alabama,2001,07,July,Jul 2001,79.7,East.South.Central
Alabama,2002,07,July,Jul 2002,80.3,East.South.Central
Alabama,2003,07,July,Jul 2003,78.5,East.South.Central
Alabama,2004,07,July,Jul 2004,79.2,East.South.Central
Alabama,2005,07,July,Jul 2005,80.4,East.South.Central
Alabama,2006,07,July,Jul 2006,81.9,East.South.Central
Alabama,2007,07,July,Jul 2007,79.3,East.South.Central
Alabama,2008,07,July,Jul 2008,80,East.South.Central
Alabama,2009,07,July,Jul 2009,78.1,East.South.Central
Alabama,2010,07,July,Jul 2010,82.6,East.South.Central
Alabama,2011,07,July,Jul 2011,81.7,East.South.Central
Alabama,2012,07,July,Jul 2012,81.6,East.South.Central
Alabama,2013,07,July,Jul 2013,77.7,East.South.Central
Alabama,2014,07,July,Jul 2014,77.8,East.South.Central
Alabama,2015,07,July,Jul 2015,81.6,East.South.Central
Alabama,2016,07,July,Jul 2016,81.9,East.South.Central
Alabama,2001,08,August,Aug 2001,78.5,East.South.Central
Alabama,2002,08,August,Aug 2002,79.7,East.South.Central
Alabama,2003,08,August,Aug 2003,79.5,East.South.Central
Alabama,2004,08,August,Aug 2004,76.3,East.South.Central
Alabama,2005,08,August,Aug 2005,80.5,East.South.Central
Alabama,2006,08,August,Aug 2006,82.3,East.South.Central
Alabama,2007,08,August,Aug 2007,84.4,East.South.Central
Alabama,2008,08,August,Aug 2008,78.4,East.South.Central
Alabama,2009,08,August,Aug 2009,78,East.South.Central
Alabama,2010,08,August,Aug 2010,83,East.South.Central
Alabama,2011,08,August,Aug 2011,81.8,East.South.Central
Alabama,2012,08,August,Aug 2012,78.1,East.South.Central
Alabama,2013,08,August,Aug 2013,77.9,East.South.Central
Alabama,2014,08,August,Aug 2014,79.5,East.South.Central
Alabama,2015,08,August,Aug 2015,79,East.South.Central
Alabama,2016,08,August,Aug 2016,81.5,East.South.Central
Alabama,2001,09,September,Sep 2001,71.9,East.South.Central
Alabama,2002,09,September,Sep 2002,77.3,East.South.Central
Alabama,2003,09,September,Sep 2003,73.1,East.South.Central
Alabama,2004,09,September,Sep 2004,73.8,East.South.Central
Alabama,2005,09,September,Sep 2005,76.9,East.South.Central
Alabama,2006,09,September,Sep 2006,72.8,East.South.Central
Alabama,2007,09,September,Sep 2007,76,East.South.Central
Alabama,2008,09,September,Sep 2008,74.5,East.South.Central
Alabama,2009,09,September,Sep 2009,75,East.South.Central
Alabama,2010,09,September,Sep 2010,76.9,East.South.Central
Alabama,2011,09,September,Sep 2011,72.1,East.South.Central
Alabama,2012,09,September,Sep 2012,73,East.South.Central
Alabama,2013,09,September,Sep 2013,75,East.South.Central
Alabama,2014,09,September,Sep 2014,76.3,East.South.Central
Alabama,2015,09,September,Sep 2015,74.4,East.South.Central
Alabama,2016,09,September,Sep 2016,78.5,East.South.Central
Alabama,2001,10,October,Oct 2001,60.6,East.South.Central
Alabama,2002,10,October,Oct 2002,67.8,East.South.Central
Alabama,2003,10,October,Oct 2003,63.5,East.South.Central
Alabama,2004,10,October,Oct 2004,68.5,East.South.Central
Alabama,2005,10,October,Oct 2005,63.8,East.South.Central
Alabama,2006,10,October,Oct 2006,61.9,East.South.Central
Alabama,2007,10,October,Oct 2007,66.5,East.South.Central
Alabama,2008,10,October,Oct 2008,62.2,East.South.Central
Alabama,2009,10,October,Oct 2009,62.9,East.South.Central
Alabama,2010,10,October,Oct 2010,64.3,East.South.Central
Alabama,2011,10,October,Oct 2011,60.6,East.South.Central
Alabama,2012,10,October,Oct 2012,62.2,East.South.Central
Alabama,2013,10,October,Oct 2013,64.9,East.South.Central
Alabama,2014,10,October,Oct 2014,65.2,East.South.Central
Alabama,2015,10,October,Oct 2015,65,East.South.Central
Alabama,2016,10,October,Oct 2016,68.5,East.South.Central
Alabama,2001,11,November,Nov 2001,58.8,East.South.Central
Alabama,2002,11,November,Nov 2002,51,East.South.Central
Alabama,2003,11,November,Nov 2003,58.2,East.South.Central
Alabama,2004,11,November,Nov 2004,57.8,East.South.Central
Alabama,2005,11,November,Nov 2005,55.8,East.South.Central
Alabama,2006,11,November,Nov 2006,52.8,East.South.Central
Alabama,2007,11,November,Nov 2007,53.6,East.South.Central
Alabama,2008,11,November,Nov 2008,51,East.South.Central
Alabama,2009,11,November,Nov 2009,53.4,East.South.Central
Alabama,2010,11,November,Nov 2010,55.2,East.South.Central
Alabama,2011,11,November,Nov 2011,55.3,East.South.Central
Alabama,2012,11,November,Nov 2012,51.2,East.South.Central
Alabama,2013,11,November,Nov 2013,51.6,East.South.Central
Alabama,2014,11,November,Nov 2014,48.3,East.South.Central
Alabama,2015,11,November,Nov 2015,59.2,East.South.Central
Alabama,2016,11,November,Nov 2016,57.8,East.South.Central
Alabama,2001,12,December,Dec 2001,50.6,East.South.Central
Alabama,2002,12,December,Dec 2002,45.2,East.South.Central
Alabama,2003,12,December,Dec 2003,44,East.South.Central
Alabama,2004,12,December,Dec 2004,45.1,East.South.Central
Alabama,2005,12,December,Dec 2005,43.4,East.South.Central
Alabama,2006,12,December,Dec 2006,49.4,East.South.Central
Alabama,2007,12,December,Dec 2007,51.6,East.South.Central
Alabama,2008,12,December,Dec 2008,49.7,East.South.Central
Alabama,2009,12,December,Dec 2009,44.8,East.South.Central
Alabama,2010,12,December,Dec 2010,40.3,East.South.Central
Alabama,2011,12,December,Dec 2011,49.3,East.South.Central
Alabama,2012,12,December,Dec 2012,50.9,East.South.Central
Alabama,2013,12,December,Dec 2013,47.9,East.South.Central
Alabama,2014,12,December,Dec 2014,50,East.South.Central
Alabama,2015,12,December,Dec 2015,56.9,East.South.Central
Alabama,2016,12,December,Dec 2016,50.1,East.South.Central
Arizona,2001,01,January,Jan 2001,40.3,West.South.Central
Arizona,2002,01,January,Jan 2002,42.3,West.South.Central
Arizona,2003,01,January,Jan 2003,48.8,West.South.Central
Arizona,2004,01,January,Jan 2004,42.8,West.South.Central
Arizona,2005,01,January,Jan 2005,45.2,West.South.Central
Arizona,2006,01,January,Jan 2006,44.1,West.South.Central
Arizona,2007,01,January,Jan 2007,39,West.South.Central
Arizona,2008,01,January,Jan 2008,39.8,West.South.Central
Arizona,2009,01,January,Jan 2009,45.2,West.South.Central
Arizona,2010,01,January,Jan 2010,42.2,West.South.Central
Arizona,2011,01,January,Jan 2011,41.5,West.South.Central
Arizona,2012,01,January,Jan 2012,45.3,West.South.Central
Arizona,2013,01,January,Jan 2013,38.6,West.South.Central
Arizona,2014,01,January,Jan 2014,46.5,West.South.Central
Arizona,2015,01,January,Jan 2015,45.1,West.South.Central
Arizona,2016,01,January,Jan 2016,41.9,West.South.Central
Arizona,2001,02,February,Feb 2001,44.2,West.South.Central
Arizona,2002,02,February,Feb 2002,46.2,West.South.Central
Arizona,2003,02,February,Feb 2003,45.5,West.South.Central
Arizona,2004,02,February,Feb 2004,42.1,West.South.Central
Arizona,2005,02,February,Feb 2005,46.2,West.South.Central
Arizona,2006,02,February,Feb 2006,47.8,West.South.Central
Arizona,2007,02,February,Feb 2007,46.7,West.South.Central
Arizona,2008,02,February,Feb 2008,45.1,West.South.Central
Arizona,2009,02,February,Feb 2009,46.6,West.South.Central
Arizona,2010,02,February,Feb 2010,44.3,West.South.Central
Arizona,2011,02,February,Feb 2011,41.7,West.South.Central
Arizona,2012,02,February,Feb 2012,45.6,West.South.Central
Arizona,2013,02,February,Feb 2013,42.2,West.South.Central
Arizona,2014,02,February,Feb 2014,50,West.South.Central
Arizona,2015,02,February,Feb 2015,52,West.South.Central
Arizona,2016,02,February,Feb 2016,50.5,West.South.Central
Arizona,2001,03,March,Mar 2001,51.8,West.South.Central
Arizona,2002,03,March,Mar 2002,49.8,West.South.Central
Arizona,2003,03,March,Mar 2003,50.6,West.South.Central
Arizona,2004,03,March,Mar 2004,58.1,West.South.Central
Arizona,2005,03,March,Mar 2005,49.9,West.South.Central
Arizona,2006,03,March,Mar 2006,48.3,West.South.Central
Arizona,2007,03,March,Mar 2007,54.5,West.South.Central
Arizona,2008,03,March,Mar 2008,51.8,West.South.Central
Arizona,2009,03,March,Mar 2009,52.5,West.South.Central
Arizona,2010,03,March,Mar 2010,49.2,West.South.Central
Arizona,2011,03,March,Mar 2011,53.3,West.South.Central
Arizona,2012,03,March,Mar 2012,51.6,West.South.Central
Arizona,2013,03,March,Mar 2013,54.8,West.South.Central
Arizona,2014,03,March,Mar 2014,53.9,West.South.Central
Arizona,2015,03,March,Mar 2015,56.3,West.South.Central
Arizona,2016,03,March,Mar 2016,54.9,West.South.Central
Arizona,2001,04,April,Apr 2001,57.5,West.South.Central
Arizona,2002,04,April,Apr 2002,62,West.South.Central
Arizona,2003,04,April,Apr 2003,55.6,West.South.Central
Arizona,2004,04,April,Apr 2004,57.9,West.South.Central
Arizona,2005,04,April,Apr 2005,57.2,West.South.Central
Arizona,2006,04,April,Apr 2006,59,West.South.Central
Arizona,2007,04,April,Apr 2007,59.3,West.South.Central
Arizona,2008,04,April,Apr 2008,58,West.South.Central
Arizona,2009,04,April,Apr 2009,57,West.South.Central
Arizona,2010,04,April,Apr 2010,56.1,West.South.Central
Arizona,2011,04,April,Apr 2011,58.9,West.South.Central
Arizona,2012,04,April,Apr 2012,60.6,West.South.Central
Arizona,2013,04,April,Apr 2013,59.4,West.South.Central
Arizona,2014,04,April,Apr 2014,59.1,West.South.Central
Arizona,2015,04,April,Apr 2015,58.4,West.South.Central
Arizona,2016,04,April,Apr 2016,58.4,West.South.Central
Arizona,2001,05,May,May 2001,70.8,West.South.Central
Arizona,2002,05,May,May 2002,67,West.South.Central
Arizona,2003,05,May,May 2003,68.3,West.South.Central
Arizona,2004,05,May,May 2004,68.4,West.South.Central
Arizona,2005,05,May,May 2005,67.9,West.South.Central
Arizona,2006,05,May,May 2006,70,West.South.Central
Arizona,2007,05,May,May 2007,68.4,West.South.Central
Arizona,2008,05,May,May 2008,63.6,West.South.Central
Arizona,2009,05,May,May 2009,70.8,West.South.Central
Arizona,2010,05,May,May 2010,63.1,West.South.Central
Arizona,2011,05,May,May 2011,63.3,West.South.Central
Arizona,2012,05,May,May 2012,69.3,West.South.Central
Arizona,2013,05,May,May 2013,67.4,West.South.Central
Arizona,2014,05,May,May 2014,66.8,West.South.Central
Arizona,2015,05,May,May 2015,62.9,West.South.Central
Arizona,2016,05,May,May 2016,64.6,West.South.Central
Arizona,2001,06,June,Jun 2001,77.5,West.South.Central
Arizona,2002,06,June,Jun 2002,78.8,West.South.Central
Arizona,2003,06,June,Jun 2003,76.3,West.South.Central
Arizona,2004,06,June,Jun 2004,75.9,West.South.Central
Arizona,2005,06,June,Jun 2005,74.4,West.South.Central
Arizona,2006,06,June,Jun 2006,79.5,West.South.Central
Arizona,2007,06,June,Jun 2007,77.3,West.South.Central
Arizona,2008,06,June,Jun 2008,77.3,West.South.Central
Arizona,2009,06,June,Jun 2009,73,West.South.Central
Arizona,2010,06,June,Jun 2010,75.9,West.South.Central
Arizona,2011,06,June,Jun 2011,75.7,West.South.Central
Arizona,2012,06,June,Jun 2012,78.7,West.South.Central
Arizona,2013,06,June,Jun 2013,79.5,West.South.Central
Arizona,2014,06,June,Jun 2014,77.7,West.South.Central
Arizona,2015,06,June,Jun 2015,78.4,West.South.Central
Arizona,2016,06,June,Jun 2016,80.3,West.South.Central
Arizona,2001,07,July,Jul 2001,79.8,West.South.Central
Arizona,2002,07,July,Jul 2002,82.3,West.South.Central
Arizona,2003,07,July,Jul 2003,83.8,West.South.Central
Arizona,2004,07,July,Jul 2004,80.1,West.South.Central
Arizona,2005,07,July,Jul 2005,82.7,West.South.Central
Arizona,2006,07,July,Jul 2006,82.3,West.South.Central
Arizona,2007,07,July,Jul 2007,82,West.South.Central
Arizona,2008,07,July,Jul 2008,80.5,West.South.Central
Arizona,2009,07,July,Jul 2009,82.8,West.South.Central
Arizona,2010,07,July,Jul 2010,81.8,West.South.Central
Arizona,2011,07,July,Jul 2011,80.8,West.South.Central
Arizona,2012,07,July,Jul 2012,80,West.South.Central
Arizona,2013,07,July,Jul 2013,81.1,West.South.Central
Arizona,2014,07,July,Jul 2014,81.4,West.South.Central
Arizona,2015,07,July,Jul 2015,78.6,West.South.Central
Arizona,2016,07,July,Jul 2016,82.3,West.South.Central
Arizona,2001,08,August,Aug 2001,79.1,West.South.Central
Arizona,2002,08,August,Aug 2002,79.8,West.South.Central
Arizona,2003,08,August,Aug 2003,80,West.South.Central
Arizona,2004,08,August,Aug 2004,77.8,West.South.Central
Arizona,2005,08,August,Aug 2005,77.5,West.South.Central
Arizona,2006,08,August,Aug 2006,77.9,West.South.Central
Arizona,2007,08,August,Aug 2007,80.5,West.South.Central
Arizona,2008,08,August,Aug 2008,79.3,West.South.Central
Arizona,2009,08,August,Aug 2009,79.7,West.South.Central
Arizona,2010,08,August,Aug 2010,79,West.South.Central
Arizona,2011,08,August,Aug 2011,82.2,West.South.Central
Arizona,2012,08,August,Aug 2012,80.5,West.South.Central
Arizona,2013,08,August,Aug 2013,78.5,West.South.Central
Arizona,2014,08,August,Aug 2014,76.5,West.South.Central
Arizona,2015,08,August,Aug 2015,80.6,West.South.Central
Arizona,2016,08,August,Aug 2016,77.5,West.South.Central
Arizona,2001,09,September,Sep 2001,75.7,West.South.Central
Arizona,2002,09,September,Sep 2002,73.6,West.South.Central
Arizona,2003,09,September,Sep 2003,74.8,West.South.Central
Arizona,2004,09,September,Sep 2004,71.8,West.South.Central
Arizona,2005,09,September,Sep 2005,73.4,West.South.Central
Arizona,2006,09,September,Sep 2006,69.8,West.South.Central
Arizona,2007,09,September,Sep 2007,73.8,West.South.Central
Arizona,2008,09,September,Sep 2008,73.6,West.South.Central
Arizona,2009,09,September,Sep 2009,74.1,West.South.Central
Arizona,2010,09,September,Sep 2010,75.4,West.South.Central
Arizona,2011,09,September,Sep 2011,74.6,West.South.Central
Arizona,2012,09,September,Sep 2012,73.7,West.South.Central
Arizona,2013,09,September,Sep 2013,72.4,West.South.Central
Arizona,2014,09,September,Sep 2014,74.2,West.South.Central
Arizona,2015,09,September,Sep 2015,75,West.South.Central
Arizona,2016,09,September,Sep 2016,71.7,West.South.Central
Arizona,2001,10,October,Oct 2001,64.7,West.South.Central
Arizona,2002,10,October,Oct 2002,60,West.South.Central
Arizona,2003,10,October,Oct 2003,67.3,West.South.Central
Arizona,2004,10,October,Oct 2004,60,West.South.Central
Arizona,2005,10,October,Oct 2005,62.8,West.South.Central
Arizona,2006,10,October,Oct 2006,60.2,West.South.Central
Arizona,2007,10,October,Oct 2007,62.4,West.South.Central
Arizona,2008,10,October,Oct 2008,62.9,West.South.Central
Arizona,2009,10,October,Oct 2009,59.4,West.South.Central
Arizona,2010,10,October,Oct 2010,62.7,West.South.Central
Arizona,2011,10,October,Oct 2011,62.8,West.South.Central
Arizona,2012,10,October,Oct 2012,63.8,West.South.Central
Arizona,2013,10,October,Oct 2013,58.8,West.South.Central
Arizona,2014,10,October,Oct 2014,64.9,West.South.Central
Arizona,2015,10,October,Oct 2015,64.5,West.South.Central
Arizona,2016,10,October,Oct 2016,66.1,West.South.Central
Arizona,2001,11,November,Nov 2001,52.9,West.South.Central
Arizona,2002,11,November,Nov 2002,51.3,West.South.Central
Arizona,2003,11,November,Nov 2003,48.8,West.South.Central
Arizona,2004,11,November,Nov 2004,47.3,West.South.Central
Arizona,2005,11,November,Nov 2005,52.7,West.South.Central
Arizona,2006,11,November,Nov 2006,52.8,West.South.Central
Arizona,2007,11,November,Nov 2007,55.3,West.South.Central
Arizona,2008,11,November,Nov 2008,53.3,West.South.Central
Arizona,2009,11,November,Nov 2009,52.9,West.South.Central
Arizona,2010,11,November,Nov 2010,48.3,West.South.Central
Arizona,2011,11,November,Nov 2011,49.4,West.South.Central
Arizona,2012,11,November,Nov 2012,53.8,West.South.Central
Arizona,2013,11,November,Nov 2013,51.3,West.South.Central
Arizona,2014,11,November,Nov 2014,51.7,West.South.Central
Arizona,2015,11,November,Nov 2015,48.3,West.South.Central
Arizona,2016,11,November,Nov 2016,53.1,West.South.Central
Arizona,2001,12,December,Dec 2001,40.2,West.South.Central
Arizona,2002,12,December,Dec 2002,41,West.South.Central
Arizona,2003,12,December,Dec 2003,43,West.South.Central
Arizona,2004,12,December,Dec 2004,42.8,West.South.Central
Arizona,2005,12,December,Dec 2005,43.9,West.South.Central
Arizona,2006,12,December,Dec 2006,41.8,West.South.Central
Arizona,2007,12,December,Dec 2007,39.9,West.South.Central
Arizona,2008,12,December,Dec 2008,42.4,West.South.Central
Arizona,2009,12,December,Dec 2009,39,West.South.Central
Arizona,2010,12,December,Dec 2010,46.7,West.South.Central
Arizona,2011,12,December,Dec 2011,39.9,West.South.Central
Arizona,2012,12,December,Dec 2012,42.4,West.South.Central
Arizona,2013,12,December,Dec 2013,41.5,West.South.Central
Arizona,2014,12,December,Dec 2014,44.3,West.South.Central
Arizona,2015,12,December,Dec 2015,40.9,West.South.Central
Arizona,2016,12,December,Dec 2016,44.7,West.South.Central
Arkansas,2001,01,January,Jan 2001,37,East.South.Central
Arkansas,2002,01,January,Jan 2002,42.5,East.South.Central
Arkansas,2003,01,January,Jan 2003,36.8,East.South.Central
Arkansas,2004,01,January,Jan 2004,41,East.South.Central
Arkansas,2005,01,January,Jan 2005,44.7,East.South.Central
Arkansas,2006,01,January,Jan 2006,47.5,East.South.Central
Arkansas,2007,01,January,Jan 2007,39.9,East.South.Central
Arkansas,2008,01,January,Jan 2008,39,East.South.Central
Arkansas,2009,01,January,Jan 2009,38.4,East.South.Central
Arkansas,2010,01,January,Jan 2010,36.5,East.South.Central
Arkansas,2011,01,January,Jan 2011,37.6,East.South.Central
Arkansas,2012,01,January,Jan 2012,44.6,East.South.Central
Arkansas,2013,01,January,Jan 2013,42.1,East.South.Central
Arkansas,2014,01,January,Jan 2014,35.2,East.South.Central
Arkansas,2015,01,January,Jan 2015,38.6,East.South.Central
Arkansas,2016,01,January,Jan 2016,39.4,East.South.Central
Arkansas,2001,02,February,Feb 2001,45.5,East.South.Central
Arkansas,2002,02,February,Feb 2002,42.3,East.South.Central
Arkansas,2003,02,February,Feb 2003,40.1,East.South.Central
Arkansas,2004,02,February,Feb 2004,40.6,East.South.Central
Arkansas,2005,02,February,Feb 2005,47.5,East.South.Central
Arkansas,2006,02,February,Feb 2006,40.8,East.South.Central
Arkansas,2007,02,February,Feb 2007,40.9,East.South.Central
Arkansas,2008,02,February,Feb 2008,43.6,East.South.Central
Arkansas,2009,02,February,Feb 2009,47.3,East.South.Central
Arkansas,2010,02,February,Feb 2010,36.5,East.South.Central
Arkansas,2011,02,February,Feb 2011,43.9,East.South.Central
Arkansas,2012,02,February,Feb 2012,47.2,East.South.Central
Arkansas,2013,02,February,Feb 2013,43.3,East.South.Central
Arkansas,2014,02,February,Feb 2014,38.8,East.South.Central
Arkansas,2015,02,February,Feb 2015,36.1,East.South.Central
Arkansas,2016,02,February,Feb 2016,46.9,East.South.Central
Arkansas,2001,03,March,Mar 2001,47.9,East.South.Central
Arkansas,2002,03,March,Mar 2002,47.9,East.South.Central
Arkansas,2003,03,March,Mar 2003,51.2,East.South.Central
Arkansas,2004,03,March,Mar 2004,55.9,East.South.Central
Arkansas,2005,03,March,Mar 2005,50.4,East.South.Central
Arkansas,2006,03,March,Mar 2006,53.4,East.South.Central
Arkansas,2007,03,March,Mar 2007,59.5,East.South.Central
Arkansas,2008,03,March,Mar 2008,51.9,East.South.Central
Arkansas,2009,03,March,Mar 2009,52.7,East.South.Central
Arkansas,2010,03,March,Mar 2010,50.5,East.South.Central
Arkansas,2011,03,March,Mar 2011,52.5,East.South.Central
Arkansas,2012,03,March,Mar 2012,62.2,East.South.Central
Arkansas,2013,03,March,Mar 2013,46.6,East.South.Central
Arkansas,2014,03,March,Mar 2014,46.5,East.South.Central
Arkansas,2015,03,March,Mar 2015,49.7,East.South.Central
Arkansas,2016,03,March,Mar 2016,55.4,East.South.Central
Arkansas,2001,04,April,Apr 2001,65.4,East.South.Central
Arkansas,2002,04,April,Apr 2002,63.6,East.South.Central
Arkansas,2003,04,April,Apr 2003,61.7,East.South.Central
Arkansas,2004,04,April,Apr 2004,60.8,East.South.Central
Arkansas,2005,04,April,Apr 2005,60.9,East.South.Central
Arkansas,2006,04,April,Apr 2006,66.5,East.South.Central
Arkansas,2007,04,April,Apr 2007,57.4,East.South.Central
Arkansas,2008,04,April,Apr 2008,58.8,East.South.Central
Arkansas,2009,04,April,Apr 2009,59.6,East.South.Central
Arkansas,2010,04,April,Apr 2010,63.4,East.South.Central
Arkansas,2011,04,April,Apr 2011,63.5,East.South.Central
Arkansas,2012,04,April,Apr 2012,64.4,East.South.Central
Arkansas,2013,04,April,Apr 2013,58.5,East.South.Central
Arkansas,2014,04,April,Apr 2014,59.6,East.South.Central
Arkansas,2015,04,April,Apr 2015,62.5,East.South.Central
Arkansas,2016,04,April,Apr 2016,62.5,East.South.Central
Arkansas,2001,05,May,May 2001,70,East.South.Central
Arkansas,2002,05,May,May 2002,67,East.South.Central
Arkansas,2003,05,May,May 2003,69.6,East.South.Central
Arkansas,2004,05,May,May 2004,70.7,East.South.Central
Arkansas,2005,05,May,May 2005,67.4,East.South.Central
Arkansas,2006,05,May,May 2006,69.9,East.South.Central
Arkansas,2007,05,May,May 2007,71,East.South.Central
Arkansas,2008,05,May,May 2008,68.1,East.South.Central
Arkansas,2009,05,May,May 2009,67.5,East.South.Central
Arkansas,2010,05,May,May 2010,71.3,East.South.Central
Arkansas,2011,05,May,May 2011,67.3,East.South.Central
Arkansas,2012,05,May,May 2012,73.2,East.South.Central
Arkansas,2013,05,May,May 2013,67.2,East.South.Central
Arkansas,2014,05,May,May 2014,68.1,East.South.Central
Arkansas,2015,05,May,May 2015,69.3,East.South.Central
Arkansas,2016,05,May,May 2016,67.1,East.South.Central
Arkansas,2001,06,June,Jun 2001,75.5,East.South.Central
Arkansas,2002,06,June,Jun 2002,76.6,East.South.Central
Arkansas,2003,06,June,Jun 2003,73.1,East.South.Central
Arkansas,2004,06,June,Jun 2004,75.8,East.South.Central
Arkansas,2005,06,June,Jun 2005,77.5,East.South.Central
